H0002	Version	4															
D	24PMD0002	730.9	730.91	und	bed	1		15	305		Sediment	Interbedding	zsp	zsa			
D	24PMD0002	732.7	732.71	irreg	vn	1		15	310		Vein	Vein	zsc	zsp			
D	24PMD0002	733.64	733.65	plan	vn	1		55	130		Vein	Vein	zsp	hbx			
D	24PMD0002	733.78	733.79	irreg	bx	1		50	120		Breccia	Vein	zsa	zsp			hydrothermal breccia top contact
D	24PMD0002	734.32	734.33	irreg	bx	3		65	120		Breccia	Vein	zsa	zsp			hydrothermal breccia bottom contact
D	24PMD0002	735.08	735.09	irreg	bx	1		50	120		Breccia	Vein	zsa	zsp			hydrothermal breccia top contact
D	24PMD0002	735.26	735.27	irreg	bx	3		75	150		Breccia	Vein	zsa	zsp			hydrothermal breccia bottom contact
D	24PMD0002	738.32	738.33	irreg	vn	3		50	110		Vein	Vein	zsp	zsp			set of veinlets 1mm thickness with similar alpha and beta from 738.1m to 738.5m
D	24PMD0002	743.6	743.61	irreg	bed	3		20	290		Sediment	Interbedding	zsc	zsp			
D	24PMD0002	747.5	747.51	irreg	bed	3		30	300		Sediment	Interbedding	zsp	zsp			
D	24PMD0002	748.47	748.48	fract	jnt	3		65	110		Sediment	Interbedding	zsp	zsc			
D	24PMD0002	749.9	749.91	plan	fol	3		30	290		Sediment	Interbedding	zsp	zsp			
D	24PMD0002	752.96	752.97	plan	bed	3		30	290		Sediment	Interbedding	zsc	zsp			
D	24PMD0002	754.6	754.61	planS	jnt	3		50	100		Sediment	Interbedding	zsc	zsp			
D	24PMD0002	759.19	759.2	plan	bed	3		20	310		Sediment	Interbedding	zsc	zsp			foliation back to 300 after the broken core from 755.3m to 755.8m
D	24PMD0002	762.1	762.11	plan	bed	3		25	310		Sediment	Interbedding	zsp	zsp			
D	24PMD0002	763.8	763.81	PlanR	jnt	3		70	80		Sediment	Interbedding	zsp	zsc			
D	24PMD0002	764.25	764.26	plan	fol	3		40	320		Sediment	Interbedding	zsp	zsc			
D	24PMD0002	767.2	767.21	plan	bed	3		20	305		Sediment	Interbedding	zsa	zsp			
D	24PMD0002	592.54	592.55	plan	bed	2		30	305		Sediment	Interbedding	zsa	zsa			
D	24PMD0002	594.07	594.08	plan	vn	2		50	320		Vein	Vein	zsa	zsa			
D	24PMD0002	596.97	596.98	anast	va	2		35	125		Vein	Vein	zsa	zsa			anast vein. possible top contact section of set of anast veins 
D	24PMD0002	598.85	598.86	und	bed	3		15	310		Sediment	Interbedding	zsa	zsp			
D	24PMD0002	601.85	601.86	sharp	vn	3		80	125		Vein	Vein	zsc	zsc			cb vein orthogonal to the drilling
D	24PMD0002	602.54	602.55	sharp	vn	3		70	60		Vein	Vein	zsc	zsc			cb vein
D	24PMD0002	603.21	603.22	plan	bx	3		50	120		Breccia	Vein	zsa	zsa			hydrothermal breccia with top cont
D	24PMD0002	604.39	604.4	plan	bx	3		80	110		Breccia	Vein	zsa	zsa			hydrothermal breccia with bottom cont
D	24PMD0002	604.51	604.52	plan	$vn	3		45	310		Breccia	Vein	zsa	zsa			hydrothermal mineralised breccia vein
D	24PMD0002	606.28	606.29	plan	vn	3		80	120		Vein	Vein	zsa	zsa			amp vein orthogonal to the drilling
D	24PMD0002	607.56	607.57	irreg	$vn	3		45	145		Vein	Vein	zsa	zsa			mineralised hydrothermal vein
D	24PMD0002	612.17	612.18	plan	$vn	3		20	15		Vein	Vein	zsa	zsa			mineralised hydrothermal
D	24PMD0002	617.04	617.05	und	vn	3		80	160		Vein	Vein	zsa	zsa			vein related with strong stockwork top
D	24PMD0002	617.12	617.13	und	vn	3		80	160		Vein	Vein	zsa	zsa			vein related with strong stockwork bottom
D	24PMD0002	617.74	617.75	irreg	vn	3		80	305		Vein	Vein	zsa	zsa			vein related with strong stockwork bottom
D	24PMD0002	619.6	619.61	planP	jnt	3		65	140		Sediment	Interbedding	zsa	zsa			
D	24PMD0002	620.46	620.47	planS	jnt	3		65	210		Sediment	Interbedding	zsa	zsa			
D	24PMD0002	624.09	624.1	plan	bed	3		10	325		Sediment	Interbedding	zsc	zsp			
D	24PMD0002	624.91	624.92	sharp	flt	3		80	160		Sediment	Interbedding	zsa	zsp			fault structure moving blocks apart. Non traceable
D	24PMD0002	627.31	627.32	irreg	$vn	3		30	330		Vein	Vein	zsa	zsa			mineralised hydrothermal vein
D	24PMD0002	634.2	634.21	plan	bed	3		25	315		Sediment	Interbedding	zsa	zsp			
D	24PMD0002	637.5	637.51	undR	jnt	3		75	340		Sediment	Interbedding	zsa	zsp			
D	24PMD0002	644.27	644.28	anast	va	3		65	190		Vein	Vein	zsa	zsa			qz-cb anastomosing
D	24PMD0002	645.41	645.42	plan	bed	3		35	305		Sediment	Interbedding	zsa	zsp			
D	24PMD0002	648.4	648.41	irreg	vi	3		55	150		Vein	Vein	zsa	zsa			qz-cb irregular vein
D	24PMD0002	648.7	648.71	irreg	cont	3		45	310		Sediment	Interbedding	zsp	zsc			contact limestone with metasediment. Similar as the bed
D	24PMD0002	652.14	652.15	plan	bed	3		15	320		Sediment	Interbedding	zsp	zsa			
D	24PMD0002	656.7	656.71	planP	jnt	3		80	210		Sediment	Interbedding	zsp	zsp			
D	24PMD0002	661.52	661.53	PlanR	jnt	3		80	90		Sediment	Interbedding	zsa	zsa			
D	24PMD0002	663.4	663.41	irreg	cont	3		35	300		Sediment	Interbedding	zsp	zsp			alteration contact. Possible vein?
D	24PMD0002	666.31	666.32	plan	cont	3		5	310		Sediment	Interbedding	zsp	zsc			contact limestone with metasediment. Similar as the bed
D	24PMD0002	670.96	670.97	plan	vn	3		65	50		Vein	Vein	zsa	zsa			cb-amp irregular vein plan contact
D	24PMD0002	672.05	672.06	irreg	vn	3		35	240		Vein	Vein	zsa	zsa			qz-cb vein
D	24PMD0002	673.87	673.88	irreg	bed	3		10	320		Sediment	Interbedding	zsa	zsa			
D	24PMD0002	678.9	678.91	irreg	vn	3		10	320		Vein	Vein	zsa	zsa			qz-cb vein
D	24PMD0002	679.45	679.46	sharp	cont	3		60	340		Sediment	Interbedding	zsa	zsa			metasediment contact with hydrothermal breccia and anast cb veins top
